Sale_Date,State,City,Car_Brand,Car_Model,Car_Type,Unit_Price_Naira,Quantity,Discount_Percent,Revenue_Naira,Customer_Type,Delivery_Date,Delivery_Status,Delivery_Time_Hours,Warehouse,Driver,Car_Age,Region,Sales_Rep
2025-03-14,Rivers,Obio-Akpor,Toyota,Rav4,Foreign Used,30000000,1,12.97,26109000.0,Individual,2025-03-18,On-Time,3,Lagos,David,3,South South,Chidi
2021-07-23,Lagos,Alimosho,Honda,CR-V,Foreign Used,25142857,1,8.9,22905142.727,Individual,2021-07-27,On-Time,5,Lagos,Paul,4,South West,Funke
2021-08-24,Rivers,Eleme,Toyota,Corolla,Foreign Used,16857142,1,4.6,16081713.468,Individual,2021-08-30,Delayed,12,Lagos,Bright,7,South South,Funke
2023-06-11,Anambra,Ekwulobia,Toyota,Corolla,Nigerian Used,3250000,3,14.97,8290425.0,Individual,2023-06-20,On-Time,14,Lagos,Bright,14,South East,Ngozi
2024-08-02,Lagos,Surulere,Toyota,Corolla,Foreign Used,16857142,1,10.59,15071970.6622,Individual,2024-08-09,Delayed,5,Lagos,Segun,7,South West,Chidi
2022-02-13,Edo,Benin City,Honda,Accord,Foreign Used,25142857,1,12.63,21967314.1609,Individual,2022-02-19,Delayed,5,Lagos,Bright,4,South South,Bola
2025-01-10,FCT,Abuja,Hyundai,Santa Fe,Foreign Used,8000000,1,14.74,6820800.0,Individual,2025-01-15,On-Time,7,Lagos,Mike,9,North,Bola
2024-05-23,Ondo,Owo,Toyota,Corolla,Foreign Used,16857142,2,8.12,30976684.1392,Individual,2024-05-31,On-Time,10,Lagos,Paul,7,South West,Uche
2022-05-02,Oyo,Ibadan Central,Honda,CR-V,Foreign Used,25142857,1,4.94,23900799.8642,Individual,2022-05-03,On-Time,8,Lagos,Paul,4,South West,Chidi
2023-04-25,Benue,Gboko,Honda,Pilot,Nigerian Used,10200000,1,15.15,8654700.0,Individual,2023-04-27,On-Time,8,Lagos,Bright,7,North,Chidi
2021-09-10,Ogun,Sagamu,Toyota,Camry,Foreign Used,23428571,1,9.94,21099771.0426,Individual,2021-09-11,On-Time,6,Lagos,Mike,5,South West,Bola
2023-11-05,Ekiti,Omuo,Honda,Sonata,Foreign Used,22285714,1,1.91,21860056.8626,Individual,2023-11-12,Delayed,7,Lagos,David,5,South West,Bola
2024-12-12,Ondo,Owo,Toyota,Camry,Nigerian Used,10000000,1,16.93,8307000.0,Individual,2024-12-15,On-Time,12,Lagos,Segun,5,South West,Kemi
2022-07-09,Lagos,Lekki,Toyota,Highlander,Foreign Used,10285714,1,8.1,9452571.166,Individual,2022-07-13,Delayed,8,Lagos,Mike,9,South West,Kemi
2023-09-17,Lagos,Ikorodu,Benz,GLC 350,Nigerian Used,9600000,3,2.81,27990720.0,Individual,2023-09-21,On-Time,14,Lagos,Mike,11,South West,Sola
2022-08-27,Edo,Benin City,KIA,Sportage,Nigerian Used,5000000,1,16.2,4190000.0,Individual,2022-08-31,On-Time,6,Lagos,Paul,9,South South,Kemi
2022-11-16,Lagos,Ikorodu,Toyota,Highlander,Foreign Used,20142857,1,8.67,18396471.2981,Individual,2022-11-21,Delayed,12,Lagos,Mike,6,South West,Uche
2024-04-18,Ogun,Ijebu-Ode,KIA,Sorento,Nigerian Used,3000000,1,10.21,2693700.0,Individual,2024-04-19,On-Time,4,Lagos,David,13,South West,Uche
2024-04-17,Anambra,Nnewi,Hyundai,Tucson,Foreign Used,14000000,1,3.87,13458200.0,Individual,2024-04-21,Delayed,2,Lagos,John,6,South East,Emeka
2023-02-06,Ogun,Sagamu,Toyota,Rav4,Foreign Used,30000000,1,13.8,25860000.0,Individual,2023-02-14,On-Time,13,Lagos,John,3,South West,Emeka
2025-06-16,Bayelsa,Sagbama,Benz,GLE 450,Foreign Used,27857142,1,14.85,23720356.413,Individual,2025-06-22,On-Time,9,Lagos,Paul,7,South South,Ngozi
2023-01-05,Lagos,Ajah,Toyota,Camry,Foreign Used,30000000,1,19.67,24099000.0,Individual,2023-01-11,On-Time,9,Lagos,Peter,3,South West,Funke
2023-01-03,Osun,Osogbo,Toyota,Camry,Foreign Used,7000000,1,17.63,5765900.0,Individual,2023-01-09,On-Time,7,Lagos,Chuka,10,South West,Uche
2023-07-16,Ekiti,Ikere,Honda,Accord,Foreign Used,8000000,2,5.84,15065600.0,Individual,2023-07-22,On-Time,11,Lagos,Mike,10,South West,Funke
2024-05-05,Ogun,Ijebu-Ode,Toyota,Camry,Foreign Used,13571428,1,18.1,11114999.532,Individual,2024-05-10,Delayed,6,Lagos,Emmanuel,8,South West,Bola
2024-10-04,Lagos,Lekki,Toyota,Highlander,Nigerian Used,9250000,1,10.58,8271350.0,Individual,2024-10-05,On-Time,12,Lagos,Bright,6,South West,Uche
2021-12-11,Lagos,Surulere,Toyota,Corolla,Nigerian Used,8500000,1,4.13,8148950.0,Individual,2021-12-15,Delayed,14,Lagos,Tayo,7,South West,Sola
2021-04-02,Osun,Ede,Toyota,Highlander,Foreign Used,23428571,1,9.37,21233313.8973,Individual,2021-04-06,On-Time,3,Lagos,Tayo,5,South West,Bola
2024-08-26,Oyo,Ibadan Central,Toyota,Corolla,Nigerian Used,7750000,1,13.0,6742500.0,Individual,2024-09-02,On-Time,7,Lagos,Emmanuel,8,South West,Bola
2023-06-26,Kano,Dambatta,Toyota,Highlander,Foreign Used,7000000,1,14.75,5967500.0,Individual,2023-07-02,Delayed,11,Lagos,Chuka,10,North,Ngozi
2025-04-06,Anambra,Onitsha,Hyundai,Santa Fe,Foreign Used,6000000,1,8.74,5475600.0,Individual,2025-04-11,Delayed,7,Lagos,John,10,South East,Ngozi
2021-08-26,Lagos,Lekki,Toyota,Corolla,Nigerian Used,6250000,1,6.2,5862500.0,Individual,2021-08-28,On-Time,3,Lagos,Tayo,10,South West,Kemi
2023-04-23,Benue,Gboko,Toyota,Highlander,Foreign Used,20142857,1,10.36,18056057.0148,Individual,2023-04-26,On-Time,14,Lagos,John,6,North,Emeka
2025-06-21,Lagos,Alimosho,Benz,E-Class,Foreign Used,19285714,1,3.67,18577928.2962,Individual,2025-06-24,On-Time,12,Lagos,Peter,9,South West,Bola
2021-12-10,Bayelsa,Brass,Benz,GLC 350,Nigerian Used,11400000,1,0.85,11303100.0,Individual,2021-12-15,On-Time,14,Lagos,Bright,9,South South,Kemi
2022-07-20,Ekiti,Omuo,Toyota,Highlander,Foreign Used,16857142,1,14.38,14433084.9804,Individual,2022-07-24,On-Time,10,Lagos,Paul,7,South West,Chidi
2024-09-02,Ekiti,Ijero,Toyota,Camry,Nigerian Used,8500000,1,2.22,8311300.0,Individual,2024-09-08,Delayed,3,Lagos,Paul,7,South West,Uche
2024-12-21,Benue,Gboko,Toyota,Camry,Foreign Used,30000000,1,1.1,29670000.0,Individual,2024-12-24,On-Time,4,Lagos,Segun,3,North,Ngozi
2021-07-08,Lagos,Alimosho,Toyota,Corolla,Nigerian Used,8500000,1,12.87,7406050.0,Individual,2021-07-12,On-Time,6,Lagos,Peter,7,South West,Emeka
2022-10-24,Rivers,Port Harcourt,Honda,Pilot,Foreign Used,13714285,1,14.93,11666742.2495,Individual,2022-10-29,On-Time,7,Lagos,Emmanuel,8,South South,Funke
2022-06-27,Edo,Benin City,Benz,C-Class,Foreign Used,36428571,2,11.2,64697142.096,Individual,2022-07-01,Delayed,7,Lagos,Segun,5,South South,Bola
2025-05-24,Bayelsa,Ogbia,Toyota,Camry,Foreign Used,26714285,2,1.93,52397398.599,Individual,2025-05-30,On-Time,7,Lagos,Emmanuel,4,South South,Tunde
2021-06-09,Edo,Uromi,Toyota,Camry,Foreign Used,26714285,1,15.36,22610970.824,Individual,2021-06-11,Delayed,7,Lagos,Mike,4,South South,Kemi
2024-07-21,Lagos,Alimosho,Hyundai,Elantra,Nigerian Used,4450000,1,9.82,4013010.0,Individual,2024-07-25,On-Time,14,Lagos,David,12,South West,Kemi
2022-10-22,Bayelsa,Sagbama,Toyota,Highlander,Nigerian Used,6250000,1,16.83,5198125.0,Individual,2022-10-28,Delayed,12,Lagos,Segun,10,South South,Ade
2022-01-14,Ondo,Akure,Honda,Accord,Nigerian Used,9300000,1,16.69,7747830.0,Individual,2022-01-18,On-Time,13,Lagos,Bright,8,South West,Ade
2025-10-15,Edo,Uromi,Hyundai,Sonata,Foreign Used,14000000,1,13.1,12166000.0,Individual,2025-10-16,On-Time,2,Lagos,Emmanuel,6,South South,Chidi
2025-06-12,Lagos,Surulere,Honda,CR-V,Foreign Used,25142857,1,15.1,21346285.593,Individual,2025-06-18,On-Time,12,Lagos,Emmanuel,4,South West,Kemi
2025-08-12,Lagos,Ajah,Toyota,Camry,Foreign Used,23428571,1,2.0,22959999.58,Individual,2025-08-13,Delayed,5,Lagos,Tayo,5,South West,Emeka
2022-10-10,Ondo,Ondo,Honda,CR-V,Foreign Used,16571428,1,11.93,14594456.6396,Individual,2022-10-19,On-Time,13,Lagos,Peter,7,South West,Uche
2025-10-22,Lagos,Ikeja,Honda,Accord,Foreign Used,28000000,1,14.01,24077200.0,Individual,2025-10-24,Delayed,13,Lagos,Bright,3,South West,Ade
2023-07-24,Benue,Makurdi,Toyota,Corolla,Nigerian Used,8500000,1,11.73,7502950.0,Individual,2023-07-26,On-Time,11,Lagos,Mike,7,North,Funke
2024-07-22,FCT,Bwari,Honda,Civic,Foreign Used,8000000,1,13.3,6936000.0,Individual,2024-07-25,Delayed,9,Lagos,Chuka,10,North,Chidi
2025-01-25,Lagos,Ikorodu,Toyota,Corolla,Foreign Used,16857142,1,4.26,16139027.7508,Individual,2025-01-29,Delayed,6,Lagos,Peter,7,South West,Uche
2025-10-24,Osun,Ede,Toyota,Camry,Foreign Used,30000000,1,17.12,24864000.0,Individual,2025-11-01,Delayed,3,Lagos,Peter,3,South West,Ngozi
2024-07-06,Katsina,Katsina City,Honda,Sonata,Foreign Used,25142857,1,11.82,22170971.3026,Individual,2024-07-09,On-Time,6,Lagos,John,4,North,Uche
2023-08-20,Osun,Osogbo,Toyota,Rav4,Nigerian Used,4000000,1,0.42,3983200.0,Individual,2023-08-29,Delayed,6,Lagos,Bright,13,South West,Sola
2021-07-19,Katsina,Katsina City,Toyota,Sonata,Foreign Used,13571428,3,1.92,39932569.7472,Individual,2021-07-21,On-Time,7,Lagos,Chuka,8,North,Funke
2021-09-18,Oyo,Ogbomosho,Benz,GLE 450,Foreign Used,36428571,1,11.22,32341285.3338,Individual,2021-09-27,On-Time,7,Lagos,David,5,South West,Funke
2024-05-23,Osun,Ilesa,Honda,CR-V,Foreign Used,16571428,1,13.95,14259713.794,Individual,2024-05-26,On-Time,7,Lagos,Segun,7,South West,Funke
2022-07-18,Edo,Uromi,Honda,Civic,Foreign Used,22285714,1,11.73,19671599.7478,Individual,2022-07-19,Delayed,13,Lagos,Peter,5,South South,Sola
2023-06-06,Lagos,Epe,Honda,Accord,Foreign Used,8000000,3,15.86,20193600.0,Individual,2023-06-07,Delayed,8,Lagos,Emmanuel,10,South West,Bola
2023-09-15,Lagos,Epe,Honda,Sonata,Foreign Used,28000000,1,3.46,27031200.0,Individual,2023-09-21,On-Time,7,Lagos,Mike,3,South West,Bola
2022-05-16,Lagos,Lekki,Toyota,Rav4,Nigerian Used,4750000,1,11.68,4195200.0,Individual,2022-05-18,On-Time,6,Lagos,Chuka,12,South West,Ngozi
2024-10-08,Lagos,Lekki,Hyundai,Tucson,Nigerian Used,2500000,1,15.65,2108750.0,Individual,2024-10-17,Delayed,2,Lagos,Paul,15,South West,Kemi
2025-09-03,Ogun,Sango Ota,Honda,CR-V,Nigerian Used,3900000,1,4.56,3722160.0,Individual,2025-09-11,On-Time,9,Lagos,Mike,14,South West,Ade
2025-03-25,Benue,Makurdi,Toyota,Highlander,Nigerian Used,8500000,1,0.56,8452400.0,Individual,2025-03-27,Delayed,13,Lagos,Tayo,7,North,Sola
2025-08-05,Ekiti,Ado-Ekiti,Hyundai,Santa Fe,Nigerian Used,9000000,1,15.58,7597800.0,Individual,2025-08-06,On-Time,14,Lagos,Tayo,5,South West,Emeka
2025-02-19,Lagos,Ikorodu,Benz,GLC 350,Foreign Used,19285714,3,4.64,55172570.6112,Individual,2025-02-22,On-Time,2,Lagos,John,9,South West,Funke
2022-12-01,Anambra,Awka,Hyundai,Santa Fe,Foreign Used,12000000,1,7.43,11108400.0,Individual,2022-12-07,On-Time,8,Lagos,John,7,South East,Funke
2021-03-12,Ekiti,Omuo,Toyota,Camry,Nigerian Used,4750000,1,15.96,3991900.0,Individual,2021-03-14,Delayed,4,Lagos,Paul,12,South West,Uche
2023-08-14,Ondo,Ondo,Toyota,Highlander,Nigerian Used,7000000,3,8.56,19202400.0,Individual,2023-08-23,On-Time,6,Lagos,Bright,9,South West,Tunde
2026-01-23,Lagos,Lekki,Toyota,Sonata,Foreign Used,16857142,1,3.99,16184542.0342,Individual,2026-01-30,On-Time,5,Lagos,John,7,South West,Uche
2021-12-04,Lagos,Ikeja,Honda,CR-V,Nigerian Used,3000000,1,15.17,2544900.0,Individual,2021-12-11,On-Time,5,Lagos,Peter,15,South West,Kemi
2021-07-13,Lagos,Ikeja,Toyota,Highlander,Foreign Used,23428571,2,2.13,45859084.8754,Individual,2021-07-18,On-Time,7,Lagos,Segun,5,South West,Bola
2025-07-13,Lagos,Surulere,Benz,GLC 350,Foreign Used,19285714,1,19.63,15499928.3418,Individual,2025-07-19,Delayed,8,Lagos,Peter,9,South West,Emeka
2024-10-04,Rivers,Eleme,Toyota,Camry,Nigerian Used,2500000,1,15.4,2115000.0,Individual,2024-10-12,On-Time,5,Lagos,Mike,15,South South,Tunde
2022-06-03,Oyo,Ibadan South,Honda,CR-V,Foreign Used,19428571,1,16.02,16316113.9258,Individual,2022-06-08,On-Time,8,Lagos,John,6,South West,Ngozi
2023-03-06,Benue,Makurdi,Benz,E-Class,Foreign Used,36428571,2,10.04,65542284.9432,Individual,2023-03-14,On-Time,4,Lagos,Chuka,5,North,Ade
2021-05-21,Anambra,Onitsha,Hyundai,Elantra,Nigerian Used,9000000,1,17.92,7387200.0,Individual,2021-05-30,Delayed,7,Lagos,Tayo,5,South East,Uche
2021-12-01,Oyo,Ogbomosho,Honda,Accord,Foreign Used,28000000,3,3.89,80732400.0,Individual,2021-12-05,On-Time,13,Lagos,Segun,3,South West,Tunde
2022-12-27,Lagos,Alimosho,Toyota,Highlander,Nigerian Used,9250000,1,14.89,7872675.0,Individual,2022-12-30,Delayed,9,Lagos,Tayo,6,South West,Chidi
2022-04-27,Kano,Wudil,Toyota,Rav4,Nigerian Used,8500000,1,10.94,7570100.0,Individual,2022-05-01,On-Time,8,Lagos,Emmanuel,7,North,Uche
2024-12-08,Anambra,Awka,Hyundai,Tucson,Foreign Used,16000000,1,0.29,15953600.0,Individual,2024-12-11,Delayed,6,Lagos,Tayo,5,South East,Bola
2023-05-07,Ondo,Okitipupa,Honda,Civic,Foreign Used,22285714,1,15.33,18869314.0438,Individual,2023-05-14,Delayed,14,Lagos,John,5,South West,Uche
2024-04-15,Rivers,Port Harcourt,Hyundai,Tucson,Foreign Used,6000000,1,6.49,5610600.0,Individual,2024-04-24,On-Time,11,Lagos,John,10,South South,Bola
2023-12-10,Ogun,Sagamu,Toyota,Camry,Foreign Used,23428571,3,13.91,60508970.3217,Individual,2023-12-16,On-Time,9,Lagos,Segun,5,South West,Emeka
2024-07-16,Kano,Wudil,Toyota,Highlander,Nigerian Used,2500000,1,1.96,2451000.0,Individual,2024-07-21,On-Time,2,Lagos,Emmanuel,15,North,Sola
2025-10-05,Ondo,Owo,Benz,Sonata,Foreign Used,45000000,2,2.96,87336000.0,Individual,2025-10-12,On-Time,3,Lagos,Chuka,3,South West,Sola
2021-09-24,Lagos,Epe,Hyundai,Elantra,Foreign Used,6000000,1,7.33,5560200.0,Individual,2021-09-28,Delayed,4,Lagos,Segun,10,South West,Chidi
2022-01-15,Lagos,Ajah,Honda,Pilot,Foreign Used,28000000,2,19.93,44839200.0,Individual,2022-01-23,On-Time,4,Lagos,Bright,3,South West,Emeka
2026-01-07,Lagos,Surulere,Honda,Civic,Nigerian Used,10200000,1,5.76,9612480.0,Individual,2026-01-12,On-Time,2,Lagos,Emmanuel,7,South West,Ade
2021-09-07,Benue,Otukpo,Toyota,Camry,Nigerian Used,9250000,1,5.2,8769000.0,Individual,2021-09-12,Delayed,9,Lagos,Paul,6,North,Bola
2023-06-01,Kano,Dambatta,Honda,Sonata,Nigerian Used,9300000,1,13.06,8085420.0,Individual,2023-06-02,On-Time,4,Lagos,Tayo,8,North,Uche
2024-03-10,Lagos,Alimosho,Benz,GLC 350,Nigerian Used,6900000,1,4.38,6597780.0,Individual,2024-03-17,On-Time,4,Lagos,Emmanuel,14,South West,Ngozi
2024-04-03,Oyo,Ogbomosho,Hyundai,Elantra,Foreign Used,14000000,1,5.52,13227200.0,Individual,2024-04-07,On-Time,3,Lagos,Peter,6,South West,Kemi
2023-10-09,Enugu,Nsukka,Toyota,Camry,Nigerian Used,9250000,1,9.36,8384200.0,Individual,2023-10-16,On-Time,2,Lagos,Bright,6,South East,Ngozi
2025-02-19,Lagos,Ikorodu,Honda,Accord,Foreign Used,25142857,1,7.91,23154057.0113,Individual,2025-02-20,Delayed,3,Lagos,Paul,4,South West,Chidi
2023-03-05,Rivers,Obio-Akpor,Toyota,Highlander,Nigerian Used,4750000,1,0.71,4716275.0,Individual,2023-03-13,On-Time,3,Lagos,Tayo,12,South South,Ngozi
2024-12-03,Lagos,Ajah,Toyota,Camry,Foreign Used,20142857,2,14.13,34593342.6118,Individual,2024-12-11,On-Time,6,Lagos,Paul,6,South West,Funke
2025-10-24,Oyo,Ogbomosho,Hyundai,Tucson,Nigerian Used,4450000,1,6.75,4149625.0,Individual,2025-10-30,On-Time,12,Lagos,David,12,South West,Sola
2022-08-26,Lagos,Epe,Hyundai,Sonata,Nigerian Used,5750000,1,13.2,4991000.0,Individual,2022-08-29,On-Time,12,Lagos,Tayo,10,South West,Kemi
2022-07-18,Imo,Owerri,KIA,Sorento,Foreign Used,17000000,1,9.27,15424100.0,Individual,2022-07-24,On-Time,11,Lagos,Segun,3,South East,Kemi
2022-03-21,Edo,Uromi,Honda,Civic,Foreign Used,10857142,1,10.72,9693256.3776,Individual,2022-03-24,On-Time,13,Lagos,Segun,9,South South,Emeka
2021-05-18,Katsina,Daura,Honda,Accord,Foreign Used,19428571,1,3.38,18771885.3002,Individual,2021-05-21,Delayed,11,Lagos,Emmanuel,6,North,Ngozi
2023-09-04,Anambra,Onitsha,Toyota,Rav4,Nigerian Used,9250000,1,16.3,7742250.0,Individual,2023-09-09,On-Time,5,Lagos,Mike,6,South East,Chidi
2022-07-11,Edo,Ekpoma,Hyundai,Tucson,Nigerian Used,7050000,1,4.71,6717945.0,Individual,2022-07-14,On-Time,6,Lagos,Chuka,8,South South,Emeka
2025-08-11,Bayelsa,Ogbia,Benz,Sonata,Foreign Used,32142857,1,6.33,30108214.1519,Individual,2025-08-16,Delayed,2,Lagos,Paul,6,South South,Kemi
2024-10-17,Oyo,Ibadan Central,Toyota,Sonata,Foreign Used,20142857,1,9.42,18245399.8706,Individual,2024-10-20,On-Time,6,Lagos,Segun,6,South West,Sola
2023-12-17,Lagos,Ikeja,Honda,Accord,Nigerian Used,9300000,1,16.44,7771080.0,Individual,2023-12-24,On-Time,11,Lagos,Segun,8,South West,Kemi
2025-02-03,Katsina,Daura,Honda,Accord,Foreign Used,22285714,1,17.42,18403542.6212,Individual,2025-02-07,On-Time,8,Lagos,David,5,North,Bola
2025-02-17,Oyo,Ibadan Central,Toyota,Camry,Nigerian Used,9250000,1,4.84,8802300.0,Individual,2025-02-19,On-Time,13,Lagos,Tayo,6,South West,Ade
2023-10-09,Osun,Ede,Hyundai,Elantra,Nigerian Used,7700000,3,0.48,22989120.0,Individual,2023-10-17,On-Time,2,Lagos,Chuka,7,South West,Ngozi
2023-04-17,Lagos,Ikorodu,Toyota,Rav4,Nigerian Used,9250000,1,19.35,7460125.0,Individual,2023-04-26,On-Time,3,Lagos,David,6,South West,Uche
2022-10-01,Lagos,Epe,Honda,Civic,Nigerian Used,4800000,1,9.39,4349280.0,Individual,2022-10-09,On-Time,7,Lagos,Tayo,13,South West,Emeka
2022-09-14,Lagos,Lekki,Toyota,Rav4,Foreign Used,16857142,1,2.05,16511570.589,Individual,2022-09-17,On-Time,14,Lagos,Paul,7,South West,Kemi
2022-09-11,Imo,Owerri,Benz,GLE 450,Nigerian Used,15000000,1,11.11,13333500.0,Individual,2022-09-14,Delayed,11,Lagos,Mike,5,South East,Funke
2022-06-12,Ekiti,Ijero,Honda,Accord,Foreign Used,28000000,1,16.1,23492000.0,Individual,2022-06-13,On-Time,5,Lagos,Segun,3,South West,Funke
2025-09-22,Lagos,Surulere,Toyota,Rav4,Nigerian Used,2500000,1,15.85,2103750.0,Individual,2025-09-23,Delayed,13,Lagos,David,15,South West,Uche
2021-09-21,Ondo,Owo,Honda,Civic,Foreign Used,10857142,1,5.38,10273027.7604,Individual,2021-09-23,On-Time,13,Lagos,John,9,South West,Chidi
2025-05-17,Lagos,Alimosho,Honda,Sonata,Foreign Used,25142857,1,19.39,20267657.0277,Individual,2025-05-19,On-Time,10,Lagos,David,4,South West,Sola
2024-10-14,Anambra,Awka,Honda,Civic,Foreign Used,22285714,1,13.8,19210285.468,Individual,2024-10-15,On-Time,12,Lagos,Peter,5,South East,Funke
2022-03-07,Rivers,Port Harcourt,Toyota,Corolla,Nigerian Used,9250000,2,9.18,16801700.0,Individual,2022-03-15,Delayed,6,Lagos,Chuka,6,South South,Ade
2023-03-13,Ekiti,Ado-Ekiti,Benz,GLC 350,Foreign Used,32142857,3,18.72,78377142.5088,Individual,2023-03-21,On-Time,4,Lagos,Segun,6,South West,Uche
2022-08-03,Enugu,Awgu,Hyundai,Tucson,Nigerian Used,7050000,1,7.14,6546630.0,Individual,2022-08-06,Delayed,8,Lagos,Paul,8,South East,Emeka
2023-03-08,Ogun,Sango Ota,Toyota,Corolla,Foreign Used,13571428,1,2.06,13291856.5832,Individual,2023-03-15,On-Time,7,Lagos,Emmanuel,8,South West,Tunde
2025-05-09,Lagos,Ikeja,Honda,Civic,Foreign Used,8000000,1,4.68,7625600.0,Individual,2025-05-18,On-Time,13,Lagos,Paul,10,South West,Bola
2024-07-27,Enugu,Awgu,Hyundai,Sonata,Foreign Used,20000000,1,11.47,17706000.0,Individual,2024-07-31,On-Time,3,Lagos,Emmanuel,3,South East,Ngozi
2023-11-02,Lagos,Lekki,Toyota,Highlander,Foreign Used,30000000,1,6.67,27999000.0,Individual,2023-11-04,On-Time,3,Lagos,Mike,3,South West,Ade
2021-08-05,Lagos,Surulere,Toyota,Corolla,Foreign Used,13571428,1,0.35,13523928.002,Individual,2021-08-07,On-Time,2,Lagos,Mike,8,South West,Ade
2024-08-20,Benue,Otukpo,Benz,E-Class,Foreign Used,36428571,3,3.05,105952498.7535,Individual,2024-08-24,On-Time,8,Lagos,Segun,5,North,Ngozi
2022-04-07,Lagos,Epe,Honda,Accord,Foreign Used,8000000,1,3.24,7740800.0,Individual,2022-04-16,Delayed,10,Lagos,Chuka,10,South West,Ngozi
2022-02-14,Lagos,Surulere,Hyundai,Tucson,Nigerian Used,5100000,1,10.22,4578780.0,Individual,2022-02-23,Delayed,11,Lagos,Chuka,11,South West,Kemi
2023-02-10,Oyo,Ibadan South,Hyundai,Santa Fe,Foreign Used,8000000,1,3.88,7689600.0,Individual,2023-02-12,On-Time,14,Lagos,Paul,9,South West,Funke
2021-08-17,Lagos,Ikorodu,Benz,GLC 350,Foreign Used,32142857,1,19.73,25801071.3139,Individual,2021-08-18,On-Time,9,Lagos,Tayo,6,South West,Ngozi
2023-12-18,Lagos,Lekki,Honda,CR-V,Foreign Used,16571428,1,5.35,15684856.602,Individual,2023-12-23,On-Time,7,Lagos,David,7,South West,Funke
2023-09-04,Lagos,Lekki,Toyota,Corolla,Foreign Used,26714285,1,6.54,24967170.761,Individual,2023-09-05,Delayed,5,Lagos,Bright,4,South West,Bola
2023-02-03,Lagos,Alimosho,Hyundai,Elantra,Foreign Used,14000000,1,2.21,13690600.0,Individual,2023-02-10,On-Time,14,Lagos,Paul,6,South West,Ade
2023-08-12,Rivers,Port Harcourt,Honda,Accord,Foreign Used,8000000,1,14.76,6819200.0,Individual,2023-08-15,Delayed,10,Lagos,Peter,10,South South,Emeka
2025-02-23,Ondo,Akure,Honda,Pilot,Foreign Used,25142857,2,18.48,40992914.0528,Individual,2025-02-28,On-Time,5,Lagos,Bright,4,South West,Uche
2025-01-05,Lagos,Surulere,Toyota,Corolla,Foreign Used,20142857,1,2.08,19723885.5744,Individual,2025-01-07,On-Time,14,Lagos,Paul,6,South West,Ngozi
2023-06-05,Katsina,Funtua,Toyota,Sonata,Nigerian Used,4000000,1,10.6,3576000.0,Individual,2023-06-10,Delayed,2,Lagos,Chuka,13,North,Ngozi
2025-05-06,Lagos,Ajah,Toyota,Camry,Nigerian Used,8500000,1,5.38,8042700.0,Individual,2025-05-14,On-Time,8,Lagos,Mike,7,South West,Ade
2022-05-12,FCT,Kuje,Toyota,Camry,Nigerian Used,4000000,1,4.16,3833600.0,Individual,2022-05-15,Delayed,6,Lagos,Mike,13,North,Tunde
2025-12-08,Rivers,Port Harcourt,Toyota,Highlander,Foreign Used,13571428,1,10.76,12111142.3472,Individual,2025-12-09,On-Time,6,Lagos,Mike,8,South South,Ngozi
2022-05-21,Kano,Gwarzo,Benz,GLC 350,Nigerian Used,14100000,1,10.5,12619500.0,Individual,2022-05-26,On-Time,6,Lagos,Mike,6,North,Uche
2021-04-17,Benue,Katsina-Ala,Toyota,Corolla,Nigerian Used,2500000,1,10.02,2249500.0,Individual,2021-04-20,On-Time,11,Lagos,Emmanuel,15,North,Bola
2025-12-10,Lagos,Ikorodu,Toyota,Highlander,Nigerian Used,5500000,1,8.02,5058900.0,Individual,2025-12-19,On-Time,3,Lagos,Bright,11,South West,Sola
2022-03-21,Lagos,Alimosho,Honda,CR-V,Foreign Used,8000000,1,13.57,6914400.0,Individual,2022-03-30,On-Time,10,Lagos,Paul,10,South West,Ngozi
2023-01-09,Rivers,Port Harcourt,Toyota,Rav4,Foreign Used,20142857,1,5.93,18948385.5799,Individual,2023-01-13,Delayed,11,Lagos,David,6,South South,Kemi
2024-01-16,Kano,Gwarzo,KIA,Sorento,Foreign Used,14142857,1,7.64,13062342.7252,Individual,2024-01-23,On-Time,12,Lagos,Emmanuel,5,North,Tunde
2022-03-03,Lagos,Alimosho,Honda,Accord,Foreign Used,13714285,1,8.39,12563656.4885,Individual,2022-03-11,On-Time,11,Lagos,John,8,South West,Ngozi
2024-06-17,Oyo,Ibadan Central,Toyota,Corolla,Nigerian Used,5500000,1,0.74,5459300.0,Individual,2024-06-18,Delayed,5,Lagos,Bright,11,South West,Ade
2022-12-22,Lagos,Alimosho,Benz,GLE 450,Foreign Used,32142857,1,5.67,30320357.0081,Individual,2022-12-25,Delayed,9,Lagos,Paul,6,South West,Funke
2021-11-18,Ondo,Okitipupa,Benz,C-Class,Nigerian Used,15000000,1,18.63,12205500.0,Individual,2021-11-21,Delayed,9,Lagos,Chuka,5,South West,Bola
2023-10-18,Enugu,Awgu,Honda,Accord,Foreign Used,22285714,1,7.69,20571942.5934,Individual,2023-10-21,On-Time,6,Lagos,Emmanuel,5,South East,Funke
2021-10-13,Rivers,Bonny,Toyota,Highlander,Foreign Used,26714285,1,18.84,21681313.706,Individual,2021-10-22,Delayed,8,Lagos,Peter,4,South South,Sola
2022-04-09,Edo,Ekpoma,Toyota,Camry,Foreign Used,7000000,1,5.23,6633900.0,Individual,2022-04-12,On-Time,9,Lagos,Tayo,10,South South,Kemi
